feature,Logistic Regression,XGBoost,correct_mean_std,incorrect_mean_std
C_ratio,-0.3217151066855917,0.03218821808695793,0.9886 ± 0.0286,0.9902 ± 0.0248
D_ratio,0.10481566579456987,0.0,0.0019 ± 0.0113,0.0022 ± 0.0107
E_ratio,0.06676436753850726,0.020181477069854736,0.0059 ± 0.0205,0.0042 ± 0.0165
I_ratio,0.11802802402930793,0.0,0.0005 ± 0.0048,0.0003 ± 0.0046
N_ratio,0.3654601716503471,0.020995425060391426,0.0032 ± 0.0158,0.0031 ± 0.0144
adj_ratio,0.05366928058955275,0.021641099825501442,0.0555 ± 0.0471,0.0584 ± 0.0494
adv_ratio*,0.044730458998375314,0.020951934158802032,0.0227 ± 0.0355,0.0281 ± 0.0397
anger*,0.0762648385422178,0.02748812362551689,0.1122 ± 0.2015,0.1411 ± 0.2163
avg_dependency_depth,0.0,0.0,1.0 ± 0.0,1.0 ± 0.0
avg_word_length*,-0.6025559303063823,0.030829956755042076,4.8393 ± 0.8491,4.7133 ± 0.8786
certainty_adjectives_count,0.16622212061253255,0.013647518120706081,0.216 ± 0.4811,0.2309 ± 0.4747
certainty_adverbs_count,0.1164812893924513,0.026584692299365997,0.1252 ± 0.3963,0.1253 ± 0.3618
certainty_verbs_count*,-0.028164140723024936,0.012042123824357986,0.1887 ± 0.4717,0.2916 ± 0.6001
disgust,0.04386027490384391,0.029649320989847183,0.0097 ± 0.0494,0.0106 ± 0.0624
doubt_adjectives_count*,-0.1672535958276575,0.03776184841990471,0.0762 ± 0.2724,0.1214 ± 0.3464
doubt_adverbs_count*,-0.25768477146555036,0.045077864080667496,0.1779 ± 0.419,0.2982 ± 0.5845
doubt_verbs_count,0.07250038140103869,0.020789816975593567,0.029 ± 0.1681,0.0185 ± 0.1347
fear*,-0.19822229123687998,0.03551362827420235,0.2179 ± 0.3194,0.3806 ± 0.3817
function_word_ratio*,0.028528075207286906,0.029897090047597885,0.2607 ± 0.1414,0.2895 ± 0.14
hapax_legomena*,-0.049070563369857746,0.01980157382786274,0.8542 ± 0.1224,0.8291 ± 0.132
hedge_C_count*,-0.14669379090970133,0.0673075020313263,15.9964 ± 4.7624,18.9274 ± 8.7676
hedge_D_count,-0.22328549149605614,0.0,0.0327 ± 0.1879,0.0449 ± 0.2071
hedge_E_count,-0.04361910540531173,0.0,0.0907 ± 0.2999,0.0765 ± 0.2758
hedge_I_count,-0.1673802659626988,0.0,0.0091 ± 0.0949,0.0092 ± 0.1405
hedge_N_count,-0.4772401738317572,0.0,0.0617 ± 0.2951,0.0765 ± 0.3516
hedges_score,-0.11863978411033513,0.0369538739323616,0.1552 ± 0.3479,0.1607 ± 0.3534
joy*,0.17496077147036349,0.01911698654294014,0.1312 ± 0.1984,0.0826 ± 0.1674
noun_ratio*,0.37645350619058465,0.03309955075383186,0.4622 ± 0.1253,0.4125 ± 0.1474
pronoun_ratio*,0.028509482489545577,0.014716338366270065,0.0208 ± 0.0353,0.0304 ± 0.0435
punctuation_density*,0.26457633712664996,0.03240269422531128,0.417 ± 0.1811,0.3598 ± 0.1716
punctuation_usage,0.06916406810000535,0.020759355276823044,0.0894 ± 0.0631,0.0832 ± 0.0587
readability_score,0.14998810808517804,0.02054562047123909,9.6873 ± 3.915,9.3862 ± 3.96
sadness,0.10323163927844954,0.019884120672941208,0.1126 ± 0.2056,0.0949 ± 0.175
sentence_count*,-0.2952848237945442,0.01441474910825491,1.4519 ± 0.7704,1.8496 ± 1.2114
sentence_length_variation*,-0.04423563731181178,0.028015580028295517,1.4356 ± 2.4551,2.3611 ± 3.4104
sentiment_polarity*,0.14558828269942842,0.034634120762348175,0.0833 ± 0.2492,0.0493 ± 0.2259
sentiment_subjectivity,0.12654144990749908,0.025183646008372307,0.2744 ± 0.3235,0.2818 ± 0.2997
std_word_length*,0.3009640680252378,0.0229557603597641,3.7602 ± 0.794,3.5614 ± 0.9037
stopword_ratio*,0.24714462194483605,0.02903684414923191,0.2055 ± 0.1208,0.2327 ± 0.1224
subordinate_clause_ratio*,-0.011498805293018098,0.02082023210823536,0.0364 ± 0.0466,0.0428 ± 0.0474
surprise*,0.2208300117577863,0.0447930246591568,0.1706 ± 0.2014,0.1124 ± 0.1671
type_token_ratio*,0.07907849633194731,0.023899869993329048,0.9188 ± 0.0729,0.9019 ± 0.0821
verb_ratio*,-0.09398484780301126,0.020319970324635506,0.1011 ± 0.0654,0.1211 ± 0.0706
word_count*,-0.1273344849097988,0.0260983444750309,21.4138 ± 5.677,25.0026 ± 11.6014
